,text,accept,bug_fix,feature_addition,performance_improvement
608,    arm: s5pc100: use common functions for gpiolib implementation          gpiolib helpers from plat-samsung already have functions for accessing     4bit gpio banks. this patch removes the duplicated functions from     plat-s5pc1xx/gpiolib.c.          signed-off-by: marek szyprowski <m.szyprowski@samsung.com>     signed-off-by: kyungmin park <kyungmin.park@samsung.com>     signed-,['performance_improvement'],0,0,1
609,    further normalizations  uint vs uint32_t          fix merge mistake          yet one more replacement run ,['bug_fix'],1,0,0
610,    refactor(ivy): move instructions (#29646)          - moves all publicly exported instructions to their own files     - refactors namespace instructions to set state in `state.ts`     - no longer exports * from `instructions.ts`.     - `instructions.ts` renamed to `shared.ts` (old `shared.ts` contents folded in to `instructions.ts`)     - updates `all.ts` to re-export from publi,['performance_improvement'],0,0,1
611,    perf(core): use `array.push` / `array.pop` instead of `splice` if possible ,['performance_improvement'],0,0,1
612,    fix js-prototype-assignment on declarations ,['bug_fix'],1,0,0
613,    auto-fix lint errors          reviewed by: bestander          differential revision: d3683952          fbshipit-source-id: 9484d0b0e86859e8edaca0da1aa13a667f200905 ,['bug_fix'],1,0,0
614,    update headers from 2018 to 2019 once for all. (#26165)          * add copyrightheader support for sbt-boilerplate plugin.     * add copyrightheader support for `*.proto` files.     * add regex match for both `–` and `-` for copyrightheader.     * add copyrightheader support for sbt build files.     * update copyright from 2018 to 2019. ,['feature_addition'],0,1,0
615,    js static properties:fix multi-file references+merging ,['bug_fix'],1,0,0
616,    add support for distributionstrategy in tf.keras.          piperorigin-revid: 206882998 ,['feature_addition'],0,1,0
617,    tensorflow: upstream changes to git.          change 109321497             move all images to images directory to make docs versioning easier             - adjust all paths in the docs to point to the new locations             - remove some now redundant section-order tags added for the old website     change 109317807             added a kernel op to compute the eigendecomposi,"['performance_improvement', 'feature_addition']",0,1,1
618,    changed get index settings api to use new internal get index settings api instead of relying on the cluster state api.          the new internal get index settings api is more efficient when it comes to sending the index settings from the master to the client via the     also the get index settings support now all the indices options.          closes #4620 ,['performance_improvement'],0,0,1
619,    remove unnecessary ls code. ,['performance_improvement'],0,0,1
620,    b43: only select allowed tx and rx antennas          this fixes antenna selection in b43. it adds a sanity check     for the antenna numbers we get from mac80211.          this patch depends on     ssb: fix extraction of values from sprom          signed-off-by: michael buesch <mb@bu3sch.de>     signed-off-by: john w. linville <linville@tuxdriver.com> ,['bug_fix'],1,0,0
621,    drm/nouveau: fix leak of gart mm node          signed-off-by: ben skeggs <bskeggs@redhat.com> ,['bug_fix'],1,0,0
622,    net/http: fix inserting of implicit redirects in serve mux          in serve mux  if pattern contains a host name  pass only the path to     the redirect handler.          add tests for serve mux redirections.          r=rsc     cc=bradfitz  gobot  golang-dev     https://golang.org/cl/6329045 ,"['bug_fix', 'feature_addition']",1,1,0
623,    fixed endian bug in dawg reader  added word bigram correction           git-svn-id: https://tesseract-ocr.googlecode.com/svn/trunk@649 d0cd1f9f-072b-0410-8dd7-cf729c803f20 ,['bug_fix'],1,0,0
624,    (1) some changes to interactive compiler interf...          (1) some changes to interactive compiler interface. 2) added     (symbol.hastypeat 3) added flatten/transpose/unzip to traversableclass ,"['performance_improvement', 'feature_addition']",0,1,1
625,    [netfilter]: attribute count is an attribute of message type  not subsytem          prior to this patch  every nfnetlink subsystem had to specify it's     attribute count.  however  in reality the attribute count depends on     the message type within the subsystem  not the subsystem itself.  this     patch moves 'attr_count' from 'struct nfnetlink_subsys' into     nfnl_callbac,['bug_fix'],1,0,0
626,    acpi / pm: fix possible null pointer deref in acpi_pm_device_sleep_state()          after commit fa1675b (acpi / pm: rework and clean up     acpi_dev_pm_get_state()) a null pointer dereference will take place     if null is passed to acpi_pm_device_sleep_state() as the second     argument.          fix that by avoiding to use the pointer that may be null until     it's necessar,['bug_fix'],1,0,0
627,    drm/amd/display: fix i2c write flag.          i2c_m_rd was translated to write instead of read.          signed-off-by: andrey grodzovsky <andrey.grodzovsky@amd.com>     reviewed-by: harry wentland <harry.wentland@amd.com>     signed-off-by: alex deucher <alexander.deucher@amd.com> ,['bug_fix'],1,0,0
628,    feature: allow columns on group members page to be sortable. ,['feature_addition'],0,1,0
629,    fix typos in compiler and reflect          miscellania:            miscellania is a small island off the northernmost part       of the fremennik isles - runscape wiki               miscellanea:            a collection of miscellaneous objects or writings - merriam-webster ,['bug_fix'],1,0,0
630,    nikdon 20535 check same origin (#20962)          * =htp checksameorigin shows allowed origins          add httporiginrangedefault into the javadsl and refactor          resolving binary compatibility + add copyright          return back public static final in the httporiginrange          * =htp #20535 address bin compat issues in checksameorigin pr ,"['feature_addition', 'performance_improvement']",0,1,1
631,    internal: remove xcollector.          we don't actually need this interface  we can just run the post-collection     operation once collection is finished on impls that need it.          close #9677 ,['performance_improvement'],0,0,1
632,    move master actions to accept a lister  improve cluster service state execution     - master actions many times end up being executed on the cluster service  so there is no need to block them on the management thread pool to wait for a response  this remove the load on the management thread pool  and also simplifies the code implementing it     - cluster service state update ex,['performance_improvement'],0,0,1
633,    make changes to report error if the type used from external module cannot be named     adds test cases too ,"['feature_addition', 'performance_improvement']",0,1,1
634,    add syntaxtrrinfo based filter for vb ,['feature_addition'],0,1,0
635,"    scripts/spelling.txt: add ""followings"" pattern and fix typo instances          fix typos and add the following to the scripts/spelling.txt:            followings||following          while we are here  add a missing colon in the boilerplate in dt binding     documents.  the ""you soc"" in allwinner sunxi-pinctrl.txt was fixed as     well.          i reworded ""as the followings:"" t",['bug_fix'],1,0,0
